player_id,player_name,team_name,position_name,total_points,round,value,cum_points
353,Hugo Lloris,Spurs,GKP,3,24,54,87
353,Hugo Lloris,Spurs,GKP,2,25,54,89
353,Hugo Lloris,Spurs,GKP,0,26,54,89
353,Hugo Lloris,Spurs,GKP,3,26,54,92
353,Hugo Lloris,Spurs,GKP,6,27,54,98
353,Hugo Lloris,Spurs,GKP,6,28,54,104
353,Hugo Lloris,Spurs,GKP,2,29,54,106
353,Hugo Lloris,Spurs,GKP,6,29,54,112
353,Hugo Lloris,Spurs,GKP,2,30,54,114
353,Hugo Lloris,Spurs,GKP,2,31,54,116
353,Hugo Lloris,Spurs,GKP,10,32,54,126
353,Hugo Lloris,Spurs,GKP,3,33,54,129
353,Hugo Lloris,Spurs,GKP,6,34,54,135
353,Hugo Lloris,Spurs,GKP,2,35,54,137
353,Hugo Lloris,Spurs,GKP,2,36,54,139
353,Hugo Lloris,Spurs,GKP,8,36,54,147
353,Hugo Lloris,Spurs,GKP,5,37,54,152
353,Hugo Lloris,Spurs,GKP,6,38,55,158
361,Eric Dier,Spurs,DEF,7,1,45,7
361,Eric Dier,Spurs,DEF,6,2,45,13
361,Eric Dier,Spurs,DEF,7,3,46,20
361,Eric Dier,Spurs,DEF,1,4,46,21
361,Eric Dier,Spurs,DEF,1,5,46,22
361,Eric Dier,Spurs,DEF,1,6,46,23
361,Eric Dier,Spurs,DEF,3,7,46,26
361,Eric Dier,Spurs,DEF,-1,8,46,25
361,Eric Dier,Spurs,DEF,2,9,45,27
361,Eric Dier,Spurs,DEF,1,10,45,28
361,Eric Dier,Spurs,DEF,8,11,45,36
361,Eric Dier,Spurs,DEF,6,12,45,42
361,Eric Dier,Spurs,DEF,6,14,45,48
361,Eric Dier,Spurs,DEF,6,15,45,54
361,Eric Dier,Spurs,DEF,1,18,45,55
361,Eric Dier,Spurs,DEF,6,19,46,61
361,Eric Dier,Spurs,DEF,2,20,46,63
361,Eric Dier,Spurs,DEF,6,21,46,69
361,Eric Dier,Spurs,DEF,0,22,46,69
361,Eric Dier,Spurs,DEF,1,23,46,70
361,Eric Dier,Spurs,DEF,0,24,46,70
361,Eric Dier,Spurs,DEF,0,25,46,70
361,Eric Dier,Spurs,DEF,1,26,46,71
361,Eric Dier,Spurs,DEF,2,26,46,73
361,Eric Dier,Spurs,DEF,6,27,46,79
361,Eric Dier,Spurs,DEF,6,28,46,85
361,Eric Dier,Spurs,DEF,0,29,46,85
361,Eric Dier,Spurs,DEF,6,29,46,91
361,Eric Dier,Spurs,DEF,2,30,46,93
361,Eric Dier,Spurs,DEF,2,31,46,95
361,Eric Dier,Spurs,DEF,6,32,46,101
361,Eric Dier,Spurs,DEF,2,33,46,103
361,Eric Dier,Spurs,DEF,6,34,46,109
361,Eric Dier,Spurs,DEF,2,35,46,111
361,Eric Dier,Spurs,DEF,2,36,47,113
361,Eric Dier,Spurs,DEF,6,36,47,119
361,Eric Dier,Spurs,DEF,7,37,47,126
361,Eric Dier,Spurs,DEF,6,38,47,132
475,José Malheiro de Sá,Wolves,GKP,3,1,50,3
475,José Malheiro de Sá,Wolves,GKP,3,2,50,6
475,José Malheiro de Sá,Wolves,GKP,2,3,50,8
475,José Malheiro de Sá,Wolves,GKP,6,4,50,14
475,José Malheiro de Sá,Wolves,GKP,0,5,50,14
475,José Malheiro de Sá,Wolves,GKP,14,6,50,28
475,José Malheiro de Sá,Wolves,GKP,2,7,50,30
475,José Malheiro de Sá,Wolves,GKP,2,8,50,32
475,José Malheiro de Sá,Wolves,GKP,3,9,50,35
475,José Malheiro de Sá,Wolves,GKP,3,10,50,38
475,José Malheiro de Sá,Wolves,GKP,2,11,50,40
475,José Malheiro de Sá,Wolves,GKP,8,12,50,48
475,José Malheiro de Sá,Wolves,GKP,10,13,50,58
475,José Malheiro de Sá,Wolves,GKP,6,14,50,64
475,José Malheiro de Sá,Wolves,GKP,3,15,50,67
475,José Malheiro de Sá,Wolves,GKP,4,16,50,71
475,José Malheiro de Sá,Wolves,GKP,6,17,51,77
475,José Malheiro de Sá,Wolves,GKP,6,18,51,83
475,José Malheiro de Sá,Wolves,GKP,5,21,51,88
475,José Malheiro de Sá,Wolves,GKP,7,22,52,95
475,José Malheiro de Sá,Wolves,GKP,1,23,52,96
475,José Malheiro de Sá,Wolves,GKP,2,24,52,98
475,José Malheiro de Sá,Wolves,GKP,10,25,52,108
475,José Malheiro de Sá,Wolves,GKP,4,26,52,112
475,José Malheiro de Sá,Wolves,GKP,0,26,52,112
475,José Malheiro de Sá,Wolves,GKP,3,27,52,115
475,José Malheiro de Sá,Wolves,GKP,3,28,53,118
475,José Malheiro de Sá,Wolves,GKP,6,28,53,124
475,José Malheiro de Sá,Wolves,GKP,6,29,53,130
475,José Malheiro de Sá,Wolves,GKP,1,30,53,131
475,José Malheiro de Sá,Wolves,GKP,3,31,53,134
475,José Malheiro de Sá,Wolves,GKP,3,32,53,137
475,José Malheiro de Sá,Wolves,GKP,3,34,53,140
475,José Malheiro de Sá,Wolves,GKP,3,35,53,143
475,José Malheiro de Sá,Wolves,GKP,2,36,52,145
475,José Malheiro de Sá,Wolves,GKP,0,36,52,145
475,José Malheiro de Sá,Wolves,GKP,0,37,52,145
475,José Malheiro de Sá,Wolves,GKP,1,38,52,146
69,Robert Sánchez,Brighton,GKP,2,1,45,2
69,Robert Sánchez,Brighton,GKP,6,2,45,8
69,Robert Sánchez,Brighton,GKP,2,3,45,10
69,Robert Sánchez,Brighton,GKP,6,4,45,16
69,Robert Sánchez,Brighton,GKP,1,5,45,17
69,Robert Sánchez,Brighton,GKP,2,6,46,19
69,Robert Sánchez,Brighton,GKP,6,7,46,25
69,Robert Sánchez,Brighton,GKP,6,8,46,31
69,Robert Sánchez,Brighton,GKP,4,9,46,35
69,Robert Sánchez,Brighton,GKP,1,10,46,36
69,Robert Sánchez,Brighton,GKP,-1,11,46,35
69,Robert Sánchez,Brighton,GKP,0,12,46,35
69,Robert Sánchez,Brighton,GKP,8,13,46,43
69,Robert Sánchez,Brighton,GKP,4,14,46,47
69,Robert Sánchez,Brighton,GKP,3,15,46,50
69,Robert Sánchez,Brighton,GKP,3,17,46,53
69,Robert Sánchez,Brighton,GKP,9,19,46,62
69,Robert Sánchez,Brighton,GKP,3,20,46,65
69,Robert Sánchez,Brighton,GKP,2,21,46,67
69,Robert Sánchez,Brighton,GKP,2,22,46,69
69,Robert Sánchez,Brighton,GKP,2,22,46,71
69,Robert Sánchez,Brighton,GKP,4,23,46,75
69,Robert Sánchez,Brighton,GKP,6,25,46,81
69,Robert Sánchez,Brighton,GKP,2,25,46,83
69,Robert Sánchez,Brighton,GKP,1,26,46,84
69,Robert Sánchez,Brighton,GKP,1,27,46,85
69,Robert Sánchez,Brighton,GKP,1,28,46,86
69,Robert Sánchez,Brighton,GKP,3,29,46,89
69,Robert Sánchez,Brighton,GKP,2,29,46,91
69,Robert Sánchez,Brighton,GKP,6,31,46,97
69,Robert Sánchez,Brighton,GKP,2,32,46,99
69,Robert Sánchez,Brighton,GKP,6,33,46,105
69,Robert Sánchez,Brighton,GKP,1,33,46,106
69,Robert Sánchez,Brighton,GKP,2,34,46,108
69,Robert Sánchez,Brighton,GKP,6,35,45,114
69,Robert Sánchez,Brighton,GKP,7,36,45,121
69,Robert Sánchez,Brighton,GKP,3,37,45,124
69,Robert Sánchez,Brighton,GKP,2,38,45,126
256,João Pedro Cavaco Cancelo,Man City,DEF,2,1,60,2
256,João Pedro Cavaco Cancelo,Man City,DEF,6,2,60,8
256,João Pedro Cavaco Cancelo,Man City,DEF,6,3,60,14
256,João Pedro Cavaco Cancelo,Man City,DEF,12,4,60,26
256,João Pedro Cavaco Cancelo,Man City,DEF,6,5,60,32
256,João Pedro Cavaco Cancelo,Man City,DEF,12,6,60,44
256,João Pedro Cavaco Cancelo,Man City,DEF,0,7,61,44
256,João Pedro Cavaco Cancelo,Man City,DEF,6,8,62,50
256,João Pedro Cavaco Cancelo,Man City,DEF,1,9,63,51
256,João Pedro Cavaco Cancelo,Man City,DEF,2,10,64,53
256,João Pedro Cavaco Cancelo,Man City,DEF,14,11,64,67
256,João Pedro Cavaco Cancelo,Man City,DEF,12,12,65,79
256,João Pedro Cavaco Cancelo,Man City,DEF,1,13,66,80
256,João Pedro Cavaco Cancelo,Man City,DEF,2,14,67,82
256,João Pedro Cavaco Cancelo,Man City,DEF,2,15,68,84
256,João Pedro Cavaco Cancelo,Man City,DEF,7,16,68,91
256,João Pedro Cavaco Cancelo,Man City,DEF,0,17,68,91
256,João Pedro Cavaco Cancelo,Man City,DEF,18,18,68,109
256,João Pedro Cavaco Cancelo,Man City,DEF,4,19,68,113
256,João Pedro Cavaco Cancelo,Man City,DEF,6,20,69,119
256,João Pedro Cavaco Cancelo,Man City,DEF,2,21,69,121
256,João Pedro Cavaco Cancelo,Man City,DEF,11,22,70,132
256,João Pedro Cavaco Cancelo,Man City,DEF,2,23,71,134
256,João Pedro Cavaco Cancelo,Man City,DEF,7,24,71,141
256,João Pedro Cavaco Cancelo,Man City,DEF,0,25,72,141
256,João Pedro Cavaco Cancelo,Man City,DEF,1,26,72,142
256,João Pedro Cavaco Cancelo,Man City,DEF,9,27,71,151
256,João Pedro Cavaco Cancelo,Man City,DEF,2,28,71,153
256,João Pedro Cavaco Cancelo,Man City,DEF,9,29,70,162
256,João Pedro Cavaco Cancelo,Man City,DEF,6,31,70,168
256,João Pedro Cavaco Cancelo,Man City,DEF,5,32,70,173
256,João Pedro Cavaco Cancelo,Man City,DEF,6,33,71,179
256,João Pedro Cavaco Cancelo,Man City,DEF,1,34,71,180
256,João Pedro Cavaco Cancelo,Man City,DEF,5,35,71,185
256,João Pedro Cavaco Cancelo,Man City,DEF,9,36,72,194
256,João Pedro Cavaco Cancelo,Man City,DEF,5,36,72,199
256,João Pedro Cavaco Cancelo,Man City,DEF,1,37,72,200
256,João Pedro Cavaco Cancelo,Man City,DEF,1,38,72,201
44,Matthew Cash,Aston Villa,DEF,1,1,50,1
44,Matthew Cash,Aston Villa,DEF,6,2,50,7
44,Matthew Cash,Aston Villa,DEF,1,3,50,8
44,Matthew Cash,Aston Villa,DEF,1,4,50,9
44,Matthew Cash,Aston Villa,DEF,15,5,50,24
44,Matthew Cash,Aston Villa,DEF,5,6,50,29
44,Matthew Cash,Aston Villa,DEF,1,7,50,30
44,Matthew Cash,Aston Villa,DEF,6,8,51,36
44,Matthew Cash,Aston Villa,DEF,1,9,51,37
44,Matthew Cash,Aston Villa,DEF,0,10,51,37
44,Matthew Cash,Aston Villa,DEF,2,11,51,39
44,Matthew Cash,Aston Villa,DEF,5,12,51,44
44,Matthew Cash,Aston Villa,DEF,1,13,51,45
44,Matthew Cash,Aston Villa,DEF,1,14,50,46
44,Matthew Cash,Aston Villa,DEF,2,15,50,48
44,Matthew Cash,Aston Villa,DEF,2,16,50,50
44,Matthew Cash,Aston Villa,DEF,6,17,50,56
44,Matthew Cash,Aston Villa,DEF,1,19,50,57
44,Matthew Cash,Aston Villa,DEF,1,21,50,58
44,Matthew Cash,Aston Villa,DEF,1,22,51,59
44,Matthew Cash,Aston Villa,DEF,5,23,51,64
44,Matthew Cash,Aston Villa,DEF,3,24,51,67
44,Matthew Cash,Aston Villa,DEF,2,25,51,69
44,Matthew Cash,Aston Villa,DEF,5,26,51,74
44,Matthew Cash,Aston Villa,DEF,14,27,51,88
44,Matthew Cash,Aston Villa,DEF,11,28,51,99
44,Matthew Cash,Aston Villa,DEF,18,28,51,117
44,Matthew Cash,Aston Villa,DEF,1,29,52,118
44,Matthew Cash,Aston Villa,DEF,2,30,52,120
44,Matthew Cash,Aston Villa,DEF,1,31,53,121
44,Matthew Cash,Aston Villa,DEF,0,32,53,121
44,Matthew Cash,Aston Villa,DEF,6,34,52,127
44,Matthew Cash,Aston Villa,DEF,6,35,53,133
44,Matthew Cash,Aston Villa,DEF,2,36,53,135
44,Matthew Cash,Aston Villa,DEF,1,36,53,136
44,Matthew Cash,Aston Villa,DEF,2,37,53,138
44,Matthew Cash,Aston Villa,DEF,2,37,53,140
44,Matthew Cash,Aston Villa,DEF,7,38,53,147
23,Gabriel Magalhães,Arsenal,DEF,0,1,50,0
23,Gabriel Magalhães,Arsenal,DEF,0,2,50,0
23,Gabriel Magalhães,Arsenal,DEF,0,3,50,0
23,Gabriel Magalhães,Arsenal,DEF,8,4,50,8
23,Gabriel Magalhães,Arsenal,DEF,7,5,50,15
23,Gabriel Magalhães,Arsenal,DEF,2,6,50,17
23,Gabriel Magalhães,Arsenal,DEF,6,7,50,23
23,Gabriel Magalhães,Arsenal,DEF,1,8,50,24
23,Gabriel Magalhães,Arsenal,DEF,2,9,50,26
23,Gabriel Magalhães,Arsenal,DEF,15,10,50,41
23,Gabriel Magalhães,Arsenal,DEF,5,11,50,46
23,Gabriel Magalhães,Arsenal,DEF,0,12,51,46
23,Gabriel Magalhães,Arsenal,DEF,8,13,51,54
23,Gabriel Magalhães,Arsenal,DEF,1,14,51,55
23,Gabriel Magalhães,Arsenal,DEF,1,15,51,56
23,Gabriel Magalhães,Arsenal,DEF,11,16,51,67
23,Gabriel Magalhães,Arsenal,DEF,6,17,52,73
23,Gabriel Magalhães,Arsenal,DEF,2,18,52,75
23,Gabriel Magalhães,Arsenal,DEF,6,19,53,81
23,Gabriel Magalhães,Arsenal,DEF,-3,21,53,78
23,Gabriel Magalhães,Arsenal,DEF,6,23,53,84
23,Gabriel Magalhães,Arsenal,DEF,14,24,53,98
23,Gabriel Magalhães,Arsenal,DEF,1,26,53,99
23,Gabriel Magalhães,Arsenal,DEF,2,26,53,101
23,Gabriel Magalhães,Arsenal,DEF,1,28,53,102
23,Gabriel Magalhães,Arsenal,DEF,6,29,53,108
23,Gabriel Magalhães,Arsenal,DEF,1,29,53,109
23,Gabriel Magalhães,Arsenal,DEF,8,30,53,117
23,Gabriel Magalhães,Arsenal,DEF,1,31,53,118
23,Gabriel Magalhães,Arsenal,DEF,1,32,53,119
23,Gabriel Magalhães,Arsenal,DEF,2,33,54,121
23,Gabriel Magalhães,Arsenal,DEF,0,33,54,121
23,Gabriel Magalhães,Arsenal,DEF,2,34,54,123
23,Gabriel Magalhães,Arsenal,DEF,11,35,54,134
23,Gabriel Magalhães,Arsenal,DEF,1,36,54,135
23,Gabriel Magalhães,Arsenal,DEF,1,36,54,136
23,Gabriel Magalhães,Arsenal,DEF,2,37,54,138
23,Gabriel Magalhães,Arsenal,DEF,8,38,53,146
477,Marc Guéhi,Crystal Palace,DEF,1,1,45,1
477,Marc Guéhi,Crystal Palace,DEF,6,2,45,7
477,Marc Guéhi,Crystal Palace,DEF,1,3,45,8
477,Marc Guéhi,Crystal Palace,DEF,6,4,45,14
477,Marc Guéhi,Crystal Palace,DEF,1,5,45,15
477,Marc Guéhi,Crystal Palace,DEF,2,6,45,17
477,Marc Guéhi,Crystal Palace,DEF,1,7,45,18
477,Marc Guéhi,Crystal Palace,DEF,1,8,45,19
477,Marc Guéhi,Crystal Palace,DEF,2,9,45,21
477,Marc Guéhi,Crystal Palace,DEF,6,10,45,27
477,Marc Guéhi,Crystal Palace,DEF,7,11,45,34
477,Marc Guéhi,Crystal Palace,DEF,7,12,45,41
477,Marc Guéhi,Crystal Palace,DEF,9,13,45,50
477,Marc Guéhi,Crystal Palace,DEF,1,14,45,51
477,Marc Guéhi,Crystal Palace,DEF,1,15,45,52
477,Marc Guéhi,Crystal Palace,DEF,2,16,45,54
477,Marc Guéhi,Crystal Palace,DEF,0,17,46,54
477,Marc Guéhi,Crystal Palace,DEF,0,19,46,54
477,Marc Guéhi,Crystal Palace,DEF,6,20,46,60
477,Marc Guéhi,Crystal Palace,DEF,1,21,46,61
477,Marc Guéhi,Crystal Palace,DEF,2,22,46,63
477,Marc Guéhi,Crystal Palace,DEF,1,23,45,64
477,Marc Guéhi,Crystal Palace,DEF,2,24,45,66
477,Marc Guéhi,Crystal Palace,DEF,6,25,45,72
477,Marc Guéhi,Crystal Palace,DEF,2,26,45,74
477,Marc Guéhi,Crystal Palace,DEF,2,26,45,76
477,Marc Guéhi,Crystal Palace,DEF,2,27,45,78
477,Marc Guéhi,Crystal Palace,DEF,6,28,45,84
477,Marc Guéhi,Crystal Palace,DEF,6,29,45,90
477,Marc Guéhi,Crystal Palace,DEF,6,31,45,96
477,Marc Guéhi,Crystal Palace,DEF,1,32,45,97
477,Marc Guéhi,Crystal Palace,DEF,2,33,45,99
477,Marc Guéhi,Crystal Palace,DEF,7,34,45,106
477,Marc Guéhi,Crystal Palace,DEF,2,35,45,108
477,Marc Guéhi,Crystal Palace,DEF,6,36,45,114
477,Marc Guéhi,Crystal Palace,DEF,8,37,45,122
477,Marc Guéhi,Crystal Palace,DEF,1,37,45,123
477,Marc Guéhi,Crystal Palace,DEF,0,38,45,123
408,Lukasz Fabianski,West Ham,GKP,1,1,50,1
408,Lukasz Fabianski,West Ham,GKP,2,2,50,3
408,Lukasz Fabianski,West Ham,GKP,1,3,50,4
408,Lukasz Fabianski,West Ham,GKP,6,4,50,10
408,Lukasz Fabianski,West Ham,GKP,3,5,50,13
408,Lukasz Fabianski,West Ham,GKP,3,6,50,16
408,Lukasz Fabianski,West Ham,GKP,2,7,50,18
408,Lukasz Fabianski,West Ham,GKP,6,8,50,24
408,Lukasz Fabianski,West Ham,GKP,9,9,50,33
408,Lukasz Fabianski,West Ham,GKP,2,10,50,35
408,Lukasz Fabianski,West Ham,GKP,2,11,50,37
408,Lukasz Fabianski,West Ham,GKP,3,12,50,40
408,Lukasz Fabianski,West Ham,GKP,3,13,50,43
408,Lukasz Fabianski,West Ham,GKP,2,14,50,45
408,Lukasz Fabianski,West Ham,GKP,2,15,50,47
408,Lukasz Fabianski,West Ham,GKP,6,16,50,53
408,Lukasz Fabianski,West Ham,GKP,11,17,50,64
408,Lukasz Fabianski,West Ham,GKP,2,19,50,66
408,Lukasz Fabianski,West Ham,GKP,3,20,50,69
408,Lukasz Fabianski,West Ham,GKP,2,21,50,71
408,Lukasz Fabianski,West Ham,GKP,7,21,50,78
