player_name,team_name,position_name,total_points,now_cost,unavailable,minutes,player_id,roi
Tyrick Mitchell,Crystal Palace,DEF,109,45,False,3101,162,2.422222222222222
Jordan Pickford,Everton,GKP,116,48,False,3150,170,2.4166666666666665
Rico Henry,Brentford,DEF,108,45,False,2775,83,2.4
Leandro Trossard,Brighton,MID,141,59,False,2803,64,2.389830508474576
Tyrone Mings,Aston Villa,DEF,118,50,False,3188,38,2.36
Max Kilman,Wolves,DEF,106,45,False,2688,439,2.3555555555555556
Emiliano Martínez,Aston Villa,GKP,129,55,False,3240,30,2.3454545454545452
Martin Ødegaard,Arsenal,MID,131,56,False,2782,558,2.3392857142857144
Saïd Benrahma,West Ham,MID,138,59,False,2162,419,2.3389830508474576
Conor Gallagher,Crystal Palace,MID,140,60,False,2843,144,2.3333333333333335
Ben Davies,Spurs,DEF,105,45,False,2537,364,2.3333333333333335
Teemu Pukki,Norwich,FWD,142,61,False,3253,315,2.3278688524590163
Ben White,Arsenal,DEF,107,46,False,2880,67,2.3260869565217392
Thiago Emiliano da Silva,Chelsea,DEF,130,56,False,2649,121,2.3214285714285716
Jacob Ramsey,Aston Villa,MID,109,47,False,2465,51,2.3191489361702127
Emmanuel Dennis,Watford,FWD,134,58,False,2579,450,2.310344827586207
Rodrigo Hernandez,Man City,MID,127,55,False,2884,266,2.309090909090909
Heung-Min Son,Spurs,MID,258,112,False,3009,359,2.3035714285714284
Raphael Dias Belloli,Leeds,MID,145,63,False,2916,196,2.3015873015873014
Bryan Mbeumo,Brentford,MID,119,52,False,2905,96,2.2884615384615383
Rúben Santos Gato Alves Dias,Man City,DEF,141,62,False,2401,262,2.274193548387097
Pierre-Emile Højbjerg,Spurs,MID,109,48,False,3196,365,2.2708333333333335
Romain Saïss,Wolves,DEF,109,48,False,2706,431,2.2708333333333335
Joël Veltman,Brighton,DEF,95,42,False,2874,62,2.261904761904762
Marcos Alonso,Chelsea,DEF,128,57,False,2164,122,2.245614035087719
Jordan Henderson,Liverpool,MID,110,49,False,2592,222,2.2448979591836733
Emerson Aparecido Leite de Souza Junior,Spurs,DEF,102,46,False,2282,588,2.217391304347826
Michael Keane,Everton,DEF,102,46,False,2791,169,2.217391304347826
Davinson Sánchez,Spurs,DEF,93,42,False,1626,367,2.2142857142857144
Bernardo Mota Veiga de Carvalho e Silva,Man City,MID,155,70,False,2856,261,2.2142857142857144
Illan Meslier,Leeds,GKP,106,48,False,3384,199,2.2083333333333335
Mason Mount,Chelsea,MID,169,77,False,2358,138,2.1948051948051948
Emile Smith Rowe,Arsenal,MID,125,57,False,1909,21,2.192982456140351
Martin Dubravka,Newcastle,GKP,96,44,False,2340,295,2.1818181818181817
Wilfried Zaha,Crystal Palace,MID,150,69,False,2759,154,2.1739130434782608
Reece James,Chelsea,DEF,141,65,False,1863,142,2.169230769230769
Kieran Tierney,Arsenal,DEF,106,49,False,1916,16,2.163265306122449
David Raya Martin,Brentford,GKP,95,44,False,2160,80,2.159090909090909
Matt Targett,Newcastle,DEF,101,47,False,2871,39,2.148936170212766
Fabian Schär,Newcastle,DEF,88,41,False,2158,305,2.1463414634146343
Josh Brownhill,Burnley,MID,92,43,False,2952,115,2.13953488372093
Jan Bednarek,Southampton,DEF,94,44,False,2629,343,2.1363636363636362
Edouard Mendy,Chelsea,GKP,130,61,False,3060,143,2.1311475409836067
Aaron Cresswell,West Ham,DEF,115,54,False,2726,411,2.1296296296296298
Anthony Gordon,Everton,MID,100,47,False,2277,503,2.127659574468085
Jack Harrison,Leeds,MID,117,55,False,2638,267,2.1272727272727274
Rayan Ait Nouri,Wolves,DEF,87,41,False,1826,470,2.1219512195121952
Diogo Jota,Liverpool,MID,175,83,False,2357,240,2.108433734939759
Harvey Barnes,Leicester,MID,137,65,False,2095,215,2.1076923076923078
Trevoh Chalobah,Chelsea,DEF,99,47,False,1447,527,2.106382978723404
Dan Burn,Newcastle,DEF,92,44,False,2461,58,2.090909090909091
Sergio Reguilón,Spurs,DEF,104,50,False,1914,370,2.08
Gabriel Teodoro Martinelli Silva,Arsenal,MID,110,53,False,1855,26,2.0754716981132075
Douglas Luiz Soares de Paulo,Aston Villa,MID,89,43,False,2715,50,2.0697674418604652
Ethan Pinnock,Brentford,DEF,90,44,False,2694,91,2.0454545454545454
Mohamed Salah,Liverpool,MID,265,131,False,2758,233,2.0229007633587788
Christian Nørgaard,Brentford,MID,101,50,False,3054,77,2.02
Ivan Toney,Brentford,FWD,139,69,False,2908,78,2.0144927536231885
Tomas Soucek,West Ham,MID,114,57,False,3061,422,2.0
Tim Krul,Norwich,GKP,90,45,False,2610,314,2.0
Pablo Fornals,West Ham,MID,117,59,False,2795,423,1.9830508474576272
Moussa Sissoko,Watford,MID,85,43,False,3220,354,1.9767441860465116
John McGinn,Aston Villa,MID,110,56,False,3090,35,1.9642857142857142
Demarai Gray,Everton,MID,106,54,False,2336,484,1.962962962962963
João Filipe Iria Santos Moutinho,Wolves,MID,96,49,False,2970,426,1.9591836734693877
Nélson Cabral Semedo,Wolves,DEF,94,48,False,2131,437,1.9583333333333333
Oriol Romeu Vidal,Southampton,MID,88,45,False,2890,335,1.9555555555555555
Ben Foster,Watford,GKP,81,42,False,2340,376,1.9285714285714286
Michail Antonio,West Ham,FWD,140,73,False,2975,413,1.917808219178082
Lewis Dunk,Brighton,DEF,92,48,False,2573,59,1.9166666666666667
Tino Livramento,Southampton,DEF,80,42,False,2200,491,1.9047619047619047
Declan Rice,West Ham,MID,95,50,False,3178,421,1.9
Frederico Rodrigues de Paula Santos,Man Utd,MID,93,49,False,2026,274,1.8979591836734695
Youri Tielemans,Leicester,MID,120,64,False,2629,210,1.875
Jorge Luiz Frello Filho,Chelsea,MID,106,57,False,2271,123,1.8596491228070176
Kristoffer Ajer,Brentford,DEF,81,44,False,1995,483,1.8409090909090908
Vitaly Janelt,Brentford,MID,90,49,False,2295,84,1.836734693877551
Craig Dawson,West Ham,DEF,90,49,False,2752,414,1.836734693877551
Rúben Diogo da Silva Neves,Wolves,MID,95,52,False,2659,436,1.8269230769230769
Alexis Mac Allister,Brighton,MID,93,51,False,2112,74,1.8235294117647058
Fabio Henrique Tavares,Liverpool,MID,97,54,False,2311,232,1.7962962962962963
Maxwel Cornet,Burnley,MID,104,58,False,1764,578,1.793103448275862
Charlie Taylor,Burnley,DEF,78,44,False,2730,113,1.7727272727272727
Emiliano Buendía Stati,Aston Villa,MID,107,61,False,1887,43,1.7540983606557377
Ollie Watkins,Aston Villa,FWD,131,75,False,2950,40,1.7466666666666666
Ilkay Gündogan,Man City,MID,124,71,False,1851,250,1.7464788732394365
Armando Broja,Southampton,FWD,92,53,False,1969,518,1.7358490566037736
Phil Foden,Man City,MID,137,79,False,2125,265,1.7341772151898733
Allan Saint-Maximin,Newcastle,FWD,116,67,False,2804,307,1.7313432835820894
Diego Llorente,Leeds,DEF,77,45,False,2341,190,1.711111111111111
Cheikhou Kouyaté,Crystal Palace,DEF,77,45,False,1970,150,1.711111111111111
Kyle Walker-Peters,Southampton,DEF,82,48,False,2630,342,1.7083333333333333
Abdoulaye Doucouré,Everton,MID,90,53,False,2536,173,1.6981132075471699
James Tarkowski,Burnley,DEF,83,49,False,3106,98,1.6938775510204083
Mohamed Elyounoussi,Southampton,MID,90,54,False,2039,517,1.6666666666666667
Takehiro Tomiyasu,Arsenal,DEF,75,45,False,1680,590,1.6666666666666667
Lucas Digne,Aston Villa,DEF,83,50,False,2440,168,1.66
Leander Dendoncker,Wolves,MID,76,46,False,1945,434,1.6521739130434783
Richarlison de Andrade,Everton,FWD,125,76,False,2522,180,1.644736842105263
Tariq Lamptey,Brighton,DEF,74,45,False,1547,71,1.6444444444444444
Manuel Lanzini,West Ham,MID,92,56,False,1777,416,1.6428571428571428
Stuart Dallas,Leeds,MID,80,49,False,2920,188,1.6326530612244898
Joel Ward,Crystal Palace,DEF,73,45,False,2486,474,1.6222222222222222
Kevin De Bruyne,Man City,MID,196,121,False,2196,251,1.6198347107438016
Yoane Wissa,Brentford,MID,92,57,False,1268,524,1.6140350877192982
Grant Hanley,Norwich,DEF,71,44,False,2897,319,1.6136363636363635
N'Golo Kanté,Chelsea,MID,79,49,False,1769,130,1.6122448979591837
Seamus Coleman,Everton,DEF,79,49,False,2656,165,1.6122448979591837
Ben Mee,Burnley,DEF,74,46,False,1839,106,1.608695652173913
Fernando Marçal,Wolves,DEF,67,42,False,1448,432,1.5952380952380953
Jeffrey Schlupp,Crystal Palace,MID,86,54,False,1840,155,1.5925925925925926
Ezri Konsa Ngoyo,Aston Villa,DEF,78,49,False,2477,45,1.5918367346938775
Kiernan Dewsbury-Hall,Leicester,MID,70,44,False,2101,505,1.5909090909090908
Che Adams,Southampton,FWD,103,65,False,2034,345,1.5846153846153845
Neal Maupay,Brighton,FWD,98,62,False,2269,63,1.5806451612903225
Kyle Walker,Man City,DEF,85,54,False,1755,249,1.5740740740740742
Pascal Groß,Brighton,MID,88,56,False,2033,55,1.5714285714285714
Dejan Kulusevski,Spurs,MID,99,63,False,1259,701,1.5714285714285714
Riyad Mahrez,Man City,MID,135,86,False,1485,254,1.569767441860465
Connor Roberts,Burnley,DEF,69,44,False,1689,585,1.5681818181818181
Joshua King,Watford,FWD,87,56,False,2244,468,1.5535714285714286
César Azpilicueta,Chelsea,DEF,87,56,False,2067,119,1.5535714285714286
Raheem Sterling,Man City,MID,163,105,False,2121,255,1.5523809523809524
Mateo Kovacic,Chelsea,MID,76,49,False,1552,125,1.5510204081632653
Sadio Mané,Liverpool,MID,183,118,False,2818,230,1.5508474576271187
Harry Kane,Spurs,FWD,192,125,False,3231,357,1.536
Ryan Fraser,Newcastle,MID,78,51,False,1459,298,1.5294117647058822
Dwight McNeil,Burnley,MID,84,55,False,3104,118,1.5272727272727273
Daniel James,Leeds,MID,91,60,False,2489,287,1.5166666666666666
Yves Bissouma,Brighton,MID,66,44,False,2110,70,1.5
Hee-Chan Hwang,Wolves,FWD,81,54,False,1811,583,1.5
Andreas Christensen,Chelsea,DEF,69,46,False,1494,133,1.5
Joseph Willock,Newcastle,MID,79,53,False,2037,19,1.490566037735849
Vladimir Coufal,West Ham,DEF,70,47,False,2207,418,1.4893617021276595
Matt Doherty,Spurs,DEF,67,45,False,871,360,1.488888888888889
Danny Welbeck,Brighton,FWD,89,60,False,1469,447,1.4833333333333334
Matthew Lowton,Burnley,DEF,65,44,False,1771,110,1.4772727272727273
Mason Holgate,Everton,DEF,62,42,False,2133,178,1.4761904761904763
Lucas Rodrigues Moura da Silva,Spurs,MID,87,59,False,1763,362,1.4745762711864407
Sergi Canós,Brentford,MID,81,55,False,2077,81,1.4727272727272727
Pierre Lees-Melou,Norwich,MID,70,48,False,2261,471,1.4583333333333333
Odsonne Edouard,Crystal Palace,FWD,87,60,False,1554,586,1.45
Chris Wood,Newcastle,FWD,91,63,False,2694,109,1.4444444444444444
Ismaila Sarr,Watford,MID,81,57,False,1862,399,1.4210526315789473
Thomas Partey,Arsenal,MID,71,50,False,2027,15,1.42
Kai Havertz,Chelsea,MID,112,79,False,1802,141,1.4177215189873418
Timothy Castagne,Leicester,DEF,75,53,False,2124,209,1.4150943396226414
Kenny McLean,Norwich,MID,69,49,False,2707,318,1.4081632653061225
Joelinton Cássio Apolinário de Lira,Newcastle,FWD,83,59,False,2554,310,1.4067796610169492
Gabriel Fernando de Jesus,Man City,FWD,120,86,False,1871,263,1.3953488372093024
Michael Olise,Crystal Palace,MID,73,53,False,1127,464,1.3773584905660377
Danny Ings,Aston Villa,FWD,106,77,False,1891,337,1.3766233766233766
Victor Lindelöf,Man Utd,DEF,66,48,False,2353,284,1.375
Daniel Amartey,Leicester,DEF,55,40,False,2118,208,1.375
Nathaniel Clyne,Crystal Palace,DEF,59,43,False,1351,493,1.372093023255814
Adam Webster,Brighton,DEF,59,43,False,1429,61,1.372093023255814
Alex Nicolao Telles,Man Utd,DEF,67,49,False,1658,279,1.3673469387755102
Raphaël Varane,Man Utd,DEF,75,55,False,1829,555,1.3636363636363635
Liam Cooper,Leeds,DEF,60,44,False,1814,184,1.3636363636363635
Rodrigo Moreno,Leeds,FWD,85,63,False,2263,187,1.3492063492063493
Emil Krafth,Newcastle,DEF,58,43,False,1636,303,1.3488372093023255
Allan Marques Loureiro,Everton,MID,58,43,False,2181,171,1.3488372093023255
Jacob Murphy,Newcastle,MID,62,46,False,1457,304,1.3478260869565217
Çaglar Söyüncü,Leicester,DEF,66,49,False,2497,217,1.346938775510204
Raúl Jiménez,Wolves,FWD,101,75,False,2630,430,1.3466666666666667
John Stones,Man City,DEF,70,52,False,1117,252,1.3461538461538463
Milot Rashica,Norwich,MID,70,52,False,2228,449,1.3461538461538463
Alex Iwobi,Everton,MID,78,58,False,2029,174,1.3448275862068966
Bruno Guimarães Rodriguez Moura,Newcastle,MID,67,50,False,1031,697,1.34
Nathan Redmond,Southampton,MID,79,59,False,1827,336,1.3389830508474576
Jordan Ayew,Crystal Palace,FWD,77,58,False,2012,153,1.3275862068965518
Cristian Romero,Spurs,DEF,63,48,False,1844,494,1.3125
Aaron Lennon,Burnley,MID,60,46,False,1541,575,1.3043478260869565
Cristiano Ronaldo dos Santos Aveiro,Man Utd,FWD,159,122,False,2454,579,1.3032786885245902
Thiago Alcántara do Nascimento,Liverpool,MID,69,53,False,1527,225,1.3018867924528301
Bruno Miguel Borges Fernandes,Man Utd,MID,151,116,False,3110,277,1.3017241379310345
Naby Keita,Liverpool,MID,65,50,False,1169,239,1.3
Fraser Forster,Southampton,GKP,57,44,False,1710,333,1.2954545454545454
Jamie Vardy,Leicester,FWD,133,103,False,1801,205,1.2912621359223302
Mohammed Salisu,Southampton,DEF,58,45,False,2971,351,1.288888888888889
Jakub Moder,Brighton,MID,58,45,False,1694,75,1.288888888888889
Ademola Lookman,Leicester,MID,76,59,False,1446,587,1.2881355932203389
José Diogo Dalot Teixeira,Man Utd,DEF,54,42,False,1797,510,1.2857142857142858
Max Aarons,Norwich,DEF,55,43,False,2879,326,1.2790697674418605
Alex McCarthy,Southampton,GKP,55,43,False,1530,334,1.2790697674418605
Nathan Collins,Burnley,DEF,55,43,False,1670,451,1.2790697674418605
Luke Ayling,Leeds,DEF,55,43,False,2272,185,1.2790697674418605
Harry Maguire,Man Utd,DEF,69,54,False,2513,273,1.2777777777777777
Ryan Sessegnon,Spurs,DEF,56,44,False,1046,368,1.2727272727272727
Daniel Castelo Podence,Wolves,MID,70,55,False,1475,438,1.2727272727272727
Andros Townsend,Everton,MID,66,52,False,1452,482,1.2692307692307692
Juan Camilo Hernández Suárez,Watford,FWD,62,49,False,1138,472,1.2653061224489797
Scott McTominay,Man Utd,MID,68,54,False,2386,285,1.2592592592592593
James McArthur,Crystal Palace,MID,54,43,False,1434,148,1.255813953488372
Granit Xhaka,Arsenal,MID,60,48,False,2327,7,1.25
Francisco Femenía Far,Watford,DEF,53,43,False,2143,382,1.2325581395348837
Ben Johnson,West Ham,DEF,48,39,False,1397,425,1.2307692307692308
Anthony Elanga,Man Utd,MID,59,48,False,1208,512,1.2291666666666667
Kurt Zouma,West Ham,DEF,66,54,False,2078,128,1.2222222222222223
Ashley Westwood,Burnley,MID,63,52,False,2286,107,1.2115384615384615
Nemanja Matic,Man Utd,MID,52,43,False,1375,271,1.2093023255813953
Ben Gibson,Norwich,DEF,53,44,False,2494,456,1.2045454545454546
Shane Duffy,Brighton,DEF,48,40,False,1434,56,1.2
Mateusz Klich,Leeds,MID,61,51,False,2071,186,1.196078431372549
Craig Cathcart,Watford,DEF,50,42,False,2394,379,1.1904761904761905
Jonjo Shelvey,Newcastle,MID,63,53,False,1981,291,1.1886792452830188
Miguel Almirón,Newcastle,MID,59,50,False,1706,308,1.18
Francisco Machado Mota de Castro Trincão,Wolves,MID,66,56,False,1328,461,1.1785714285714286
Jay Rodriguez,Burnley,FWD,60,51,False,1365,104,1.1764705882352942
Philippe Coutinho Correia,Aston Villa,MID,83,71,False,1327,681,1.1690140845070423
Luke Thomas,Leicester,DEF,50,43,False,1911,219,1.1627906976744187
Mathias Normann,Norwich,MID,52,45,False,1643,581,1.1555555555555554
Jean-Philippe Mateta,Crystal Palace,FWD,61,53,False,1138,159,1.150943396226415
Solomon March,Brighton,MID,61,53,False,1733,60,1.150943396226415
Nathan Aké,Man City,DEF,54,47,False,919,258,1.148936170212766
Jack Grealish,Man City,MID,86,75,False,1910,33,1.1466666666666667
Cédric Soares,Arsenal,DEF,48,42,False,1481,5,1.1428571428571428
Kelechi Iheanacho,Leicester,FWD,80,70,False,1253,213,1.1428571428571428
Billy Gilmour,Norwich,MID,49,43,False,1852,145,1.1395348837209303
Nuno Varela Tavares,Arsenal,DEF,49,43,False,1169,466,1.1395348837209303
Konstantinos Tsimikas,Liverpool,DEF,42,37,False,874,245,1.135135135135135
Sean Longstaff,Newcastle,MID,48,43,False,1458,309,1.1162790697674418
Oleksandr Zinchenko,Man City,DEF,59,53,False,1044,264,1.1132075471698113
Joshua Sargent,Norwich,FWD,60,54,False,1566,516,1.1111111111111112
João Pedro Junqueira de Jesus,Watford,FWD,60,54,False,1634,404,1.1111111111111112
Alexandre Lacazette,Arsenal,FWD,90,81,False,1773,6,1.1111111111111112
Mathias Jensen,Brentford,MID,54,49,False,1590,86,1.1020408163265305
Jack Cork,Burnley,MID,48,44,False,1670,101,1.0909090909090908
Hakim Ziyech,Chelsea,MID,79,73,False,1311,131,1.082191780821918
Jamaal Lascelles,Newcastle,DEF,47,44,False,2055,299,1.0681818181818181
Ashley Young,Aston Villa,DEF,50,47,False,1234,52,1.0638297872340425
Rodrigo Bentancur,Spurs,MID,52,49,False,1360,702,1.0612244897959184
Callum Wilson,Newcastle,FWD,75,71,False,1386,296,1.056338028169014
Jadon Sancho,Man Utd,MID,91,89,False,1894,485,1.0224719101123596
Calum Chambers,Aston Villa,DEF,42,42,False,999,10,1.0
Tom Cleverley,Watford,MID,48,48,False,1611,381,1.0
Mason Greenwood,Man Utd,MID,71,71,False,1269,289,1.0
Adam Armstrong,Southampton,FWD,57,57,False,1409,525,1.0
Mads Roerslev Rasmussen,Brentford,DEF,41,41,False,1232,89,1.0
Patson Daka,Leicester,FWD,70,70,False,1152,455,1.0
Christian Benteke,Crystal Palace,FWD,58,59,False,1132,149,0.9830508474576272
Enock Mwepu,Brighton,MID,58,59,False,990,462,0.9830508474576272
Stuart Armstrong,Southampton,MID,57,58,False,1465,339,0.9827586206896551
Benjamin Chilwell,Chelsea,DEF,55,56,False,541,135,0.9821428571428571
Juraj Kucka,Watford,MID,54,55,False,1917,495,0.9818181818181818
Ibrahima Diallo,Southampton,MID,44,45,False,1016,349,0.9777777777777777
Christian Pulisic,Chelsea,MID,77,79,False,1282,137,0.9746835443037974
Javier Manquillo,Newcastle,DEF,38,39,False,1258,302,0.9743589743589743
Edward Nketiah,Arsenal,FWD,55,57,False,823,20,0.9649122807017544
Ruben Loftus-Cheek,Chelsea,MID,52,54,False,1384,132,0.9629629629629629
Ben Godfrey,Everton,DEF,45,47,False,2029,179,0.9574468085106383
Fernando Luiz Rosa,Man City,MID,45,47,False,956,453,0.9574468085106383
Steven Bergwijn,Spurs,MID,55,59,False,548,369,0.9322033898305084
Callum Hudson-Odoi,Chelsea,MID,49,53,False,958,140,0.9245283018867925
Brandon Williams,Norwich,DEF,36,39,False,2119,290,0.9230769230769231
Luke Shaw,Man Utd,DEF,46,50,False,1600,275,0.92
Joe Gelhardt,Leeds,FWD,43,47,False,733,577,0.9148936170212766
Erik Pieters,Burnley,DEF,37,41,False,726,100,0.9024390243902439
Wout Weghorst,Burnley,FWD,55,62,False,1448,700,0.8870967741935484
Dimitris Giannoulis,Norwich,DEF,39,44,False,1165,457,0.8863636363636364
Matej Vydra,Burnley,FWD,46,52,False,665,111,0.8846153846153846
Paul Pogba,Man Utd,MID,65,74,False,1347,272,0.8783783783783784
Vitalii Mykolenko,Everton,DEF,42,49,False,1054,675,0.8571428571428571
Wilfred Ndidi,Leicester,MID,41,48,False,1617,216,0.8541666666666666
Jonathan Castro Otto,Wolves,DEF,38,45,False,1022,433,0.8444444444444444
Adam Forshaw,Leeds,MID,38,45,False,1526,552,0.8444444444444444
Hassane Kamara,Watford,DEF,38,45,False,1622,676,0.8444444444444444
Dominic Calvert-Lewin,Everton,FWD,64,77,False,1281,177,0.8311688311688312
Adam Lallana,Brighton,MID,44,53,False,1559,53,0.8301886792452831
Kalvin Phillips,Leeds,MID,39,47,False,1594,191,0.8297872340425532
Angelo Ogbonna,West Ham,DEF,40,49,False,921,409,0.8163265306122449
Pascal Struijk,Leeds,DEF,35,43,False,2050,198,0.813953488372093
Aaron Wan-Bissaka,Man Utd,DEF,41,51,False,1793,288,0.803921568627451
Kieran Dowell,Norwich,MID,41,51,False,905,323,0.803921568627451
Curtis Jones,Liverpool,MID,40,50,False,849,244,0.8
Samir Caetano de Souza Santos,Watford,DEF,36,45,False,1674,677,0.8
Romain Perraud,Southampton,DEF,38,48,False,1621,460,0.7916666666666666
Luis Díaz,Liverpool,MID,64,81,False,957,696,0.7901234567901234
Adama Traoré,Wolves,MID,44,56,False,1069,435,0.7857142857142857
James Milner,Liverpool,MID,38,49,False,844,221,0.7755102040816326
Angus Gunn,Norwich,GKP,31,40,False,810,448,0.775
Oliver Skipp,Spurs,MID,34,44,False,1346,373,0.7727272727272727
Marc Albrighton,Leicester,MID,40,52,False,1127,202,0.7692307692307693
Christian Eriksen,Brentford,MID,43,56,False,938,699,0.7678571428571429
Romelu Lukaku,Chelsea,FWD,87,114,False,1583,529,0.7631578947368421
Harry Winks,Spurs,MID,33,44,False,904,366,0.75
Adam Idah,Norwich,FWD,36,48,False,617,329,0.75
Boubakary Soumaré,Leicester,MID,36,48,False,1095,458,0.75
Timo Werner,Chelsea,FWD,62,85,False,1278,134,0.7294117647058823
Alex Oxlade-Chamberlain,Liverpool,MID,42,58,False,777,227,0.7241379310344828
Will Hughes,Crystal Palace,MID,34,47,False,1050,386,0.723404255319149
Jonny Evans,Leicester,DEF,39,54,False,1346,201,0.7222222222222222
Issa Diop,West Ham,DEF,30,42,False,961,424,0.7142857142857143
Shandon Baptiste,Brentford,MID,35,49,False,898,499,0.7142857142857143
Frank Onyeka,Brentford,MID,35,49,False,1040,479,0.7142857142857143
Roberto Firmino,Liverpool,FWD,62,87,False,980,228,0.7126436781609196
Tyler Roberts,Leeds,MID,34,48,False,976,193,0.7083333333333334
Rob Holding,Arsenal,DEF,29,41,False,840,14,0.7073170731707317
Japhet Tanganga,Spurs,DEF,29,42,False,735,371,0.6904761904761905
Álvaro Fernández,Brentford,GKP,31,45,False,1080,556,0.6888888888888889
Jack Butland,Crystal Palace,GKP,30,44,False,765,156,0.6818181818181818
Ricardo Domingos Barbosa Pereira,Leicester,DEF,35,52,False,990,207,0.6730769230769231
Marcus Rashford,Man Utd,MID,63,94,False,1224,281,0.6702127659574468
Jeremy Ngakia,Watford,DEF,28,42,False,896,400,0.6666666666666666
Albert Sambi Lokonga,Arsenal,MID,32,48,False,1129,478,0.6666666666666666
Arthur Masuaku,West Ham,DEF,29,44,False,645,417,0.6590909090909091
Nicolas Pépé,Arsenal,MID,45,69,False,681,17,0.6521739130434783
Ibrahima Konaté,Liverpool,DEF,33,51,False,990,243,0.6470588235294118
Daniel Bachmann,Watford,GKP,25,40,False,1080,389,0.625
Isaac Hayden,Newcastle,MID,28,45,False,1000,306,0.6222222222222222
Nathan Tella,Southampton,MID,29,47,False,802,346,0.6170212765957447
Ashley Barnes,Burnley,FWD,32,52,False,793,105,0.6153846153846154
Ayoze Pérez,Leicester,MID,35,57,False,438,211,0.6140350877192983
Mohamed Naser El Sayed Elneny,Arsenal,MID,27,44,False,801,12,0.6136363636363636
Malang Sarr,Chelsea,DEF,30,49,False,544,501,0.6122448979591837
Johann Berg Gudmundsson,Burnley,MID,33,54,False,1097,108,0.6111111111111112
Moisés Caicedo,Brighton,MID,27,45,False,660,538,0.6
Imrân Louza,Watford,MID,31,52,False,1415,403,0.5961538461538461
James Justin,Leicester,DEF,29,49,False,996,218,0.5918367346938775
Leon Bailey,Aston Villa,MID,37,63,False,750,492,0.5873015873015873
Adam Masina,Watford,DEF,25,43,False,1075,390,0.5813953488372093
Saman Ghoddos,Brentford,MID,30,52,False,524,85,0.5769230769230769
Kieran Trippier,Newcastle,DEF,28,49,False,429,678,0.5714285714285714
Bamidele Alli,Everton,MID,35,62,False,985,363,0.5645161290322581
Nampalys Mendy,Leicester,MID,24,43,False,1032,203,0.5581395348837209
Takumi Minamino,Liverpool,MID,28,51,False,178,236,0.5490196078431373
Donny van de Beek,Everton,MID,31,57,False,550,282,0.543859649122807
Fabio Silva,Wolves,FWD,30,56,False,562,445,0.5357142857142857
Nikola Vlasic,West Ham,MID,30,56,False,549,582,0.5357142857142857
Robin Koch,Leeds,DEF,23,43,False,1572,194,0.5348837209302325
Edo Kayembe,Watford,MID,24,45,False,795,679,0.5333333333333333
Eberechi Eze,Crystal Palace,MID,31,59,False,599,160,0.5254237288135594
Lukas Rupp,Norwich,MID,23,44,False,759,317,0.5227272727272727
Mads Bech Sørensen,Brentford,DEF,22,43,False,833,90,0.5116279069767442
Salomón Rondón,Everton,FWD,30,60,False,779,591,0.5
Marvelous Nakamba,Aston Villa,MID,22,44,False,899,41,0.5
Andriy Yarmolenko,West Ham,MID,25,50,False,303,412,0.5
Ken Sema,Watford,MID,26,52,False,844,391,0.5
