player_id,player_name,team_name,position_name,round,value,total_points,cum_points
420,Jarrod Bowen,West Ham,MID,8,63,6,32
420,Jarrod Bowen,West Ham,MID,9,63,3,35
420,Jarrod Bowen,West Ham,MID,10,63,11,46
420,Jarrod Bowen,West Ham,MID,11,63,9,55
420,Jarrod Bowen,West Ham,MID,12,64,2,57
420,Jarrod Bowen,West Ham,MID,13,64,1,58
420,Jarrod Bowen,West Ham,MID,14,64,2,60
420,Jarrod Bowen,West Ham,MID,15,64,11,71
420,Jarrod Bowen,West Ham,MID,16,65,3,74
420,Jarrod Bowen,West Ham,MID,17,65,2,76
420,Jarrod Bowen,West Ham,MID,19,65,4,80
420,Jarrod Bowen,West Ham,MID,20,65,14,94
420,Jarrod Bowen,West Ham,MID,21,66,5,99
420,Jarrod Bowen,West Ham,MID,21,66,16,115
420,Jarrod Bowen,West Ham,MID,22,67,7,122
420,Jarrod Bowen,West Ham,MID,23,68,2,124
420,Jarrod Bowen,West Ham,MID,24,69,11,135
420,Jarrod Bowen,West Ham,MID,25,70,13,148
420,Jarrod Bowen,West Ham,MID,26,71,1,149
420,Jarrod Bowen,West Ham,MID,27,71,3,152
420,Jarrod Bowen,West Ham,MID,28,70,1,153
420,Jarrod Bowen,West Ham,MID,29,69,0,153
420,Jarrod Bowen,West Ham,MID,30,68,0,153
420,Jarrod Bowen,West Ham,MID,31,68,13,166
420,Jarrod Bowen,West Ham,MID,32,69,2,168
420,Jarrod Bowen,West Ham,MID,33,69,2,170
420,Jarrod Bowen,West Ham,MID,34,69,1,171
420,Jarrod Bowen,West Ham,MID,35,69,6,177
420,Jarrod Bowen,West Ham,MID,36,69,13,190
420,Jarrod Bowen,West Ham,MID,37,68,14,204
420,Jarrod Bowen,West Ham,MID,38,69,2,206
429,Conor Coady,Wolves,DEF,1,45,2,2
429,Conor Coady,Wolves,DEF,2,45,2,4
429,Conor Coady,Wolves,DEF,3,45,2,6
429,Conor Coady,Wolves,DEF,4,45,6,12
429,Conor Coady,Wolves,DEF,5,45,0,12
429,Conor Coady,Wolves,DEF,6,45,6,18
429,Conor Coady,Wolves,DEF,7,45,2,20
429,Conor Coady,Wolves,DEF,8,45,7,27
429,Conor Coady,Wolves,DEF,9,45,2,29
429,Conor Coady,Wolves,DEF,10,45,2,31
429,Conor Coady,Wolves,DEF,11,45,1,32
429,Conor Coady,Wolves,DEF,12,45,6,38
429,Conor Coady,Wolves,DEF,13,45,8,46
429,Conor Coady,Wolves,DEF,14,45,6,52
429,Conor Coady,Wolves,DEF,15,45,2,54
429,Conor Coady,Wolves,DEF,16,45,2,56
429,Conor Coady,Wolves,DEF,17,45,8,64
429,Conor Coady,Wolves,DEF,18,45,7,71
429,Conor Coady,Wolves,DEF,21,45,6,77
429,Conor Coady,Wolves,DEF,22,46,9,86
429,Conor Coady,Wolves,DEF,23,47,2,88
429,Conor Coady,Wolves,DEF,24,47,2,90
429,Conor Coady,Wolves,DEF,25,47,6,96
429,Conor Coady,Wolves,DEF,26,47,2,98
429,Conor Coady,Wolves,DEF,26,47,1,99
429,Conor Coady,Wolves,DEF,27,47,2,101
429,Conor Coady,Wolves,DEF,28,48,1,102
429,Conor Coady,Wolves,DEF,28,48,6,108
429,Conor Coady,Wolves,DEF,29,48,14,122
429,Conor Coady,Wolves,DEF,30,49,1,123
429,Conor Coady,Wolves,DEF,31,49,1,124
429,Conor Coady,Wolves,DEF,32,49,2,126
429,Conor Coady,Wolves,DEF,34,48,2,128
429,Conor Coady,Wolves,DEF,35,48,0,128
429,Conor Coady,Wolves,DEF,36,48,8,136
429,Conor Coady,Wolves,DEF,36,48,0,136
429,Conor Coady,Wolves,DEF,37,48,1,137
429,Conor Coady,Wolves,DEF,38,47,1,138
231,Alisson Ramses Becker,Liverpool,GKP,1,60,7,7
231,Alisson Ramses Becker,Liverpool,GKP,2,60,8,15
231,Alisson Ramses Becker,Liverpool,GKP,3,60,2,17
231,Alisson Ramses Becker,Liverpool,GKP,4,60,9,26
231,Alisson Ramses Becker,Liverpool,GKP,5,60,7,33
231,Alisson Ramses Becker,Liverpool,GKP,6,60,1,34
231,Alisson Ramses Becker,Liverpool,GKP,7,60,1,35
231,Alisson Ramses Becker,Liverpool,GKP,8,60,0,35
231,Alisson Ramses Becker,Liverpool,GKP,9,60,7,42
231,Alisson Ramses Becker,Liverpool,GKP,10,60,2,44
231,Alisson Ramses Becker,Liverpool,GKP,11,60,-1,43
231,Alisson Ramses Becker,Liverpool,GKP,12,60,8,51
231,Alisson Ramses Becker,Liverpool,GKP,13,60,7,58
231,Alisson Ramses Becker,Liverpool,GKP,14,60,2,60
231,Alisson Ramses Becker,Liverpool,GKP,15,60,6,66
231,Alisson Ramses Becker,Liverpool,GKP,16,60,6,72
231,Alisson Ramses Becker,Liverpool,GKP,17,60,2,74
231,Alisson Ramses Becker,Liverpool,GKP,18,60,2,76
231,Alisson Ramses Becker,Liverpool,GKP,20,60,2,78
231,Alisson Ramses Becker,Liverpool,GKP,21,60,0,78
231,Alisson Ramses Becker,Liverpool,GKP,22,60,6,84
231,Alisson Ramses Becker,Liverpool,GKP,23,60,3,87
231,Alisson Ramses Becker,Liverpool,GKP,24,60,6,93
231,Alisson Ramses Becker,Liverpool,GKP,25,60,10,103
231,Alisson Ramses Becker,Liverpool,GKP,26,60,5,108
231,Alisson Ramses Becker,Liverpool,GKP,26,60,6,114
231,Alisson Ramses Becker,Liverpool,GKP,28,60,9,123
231,Alisson Ramses Becker,Liverpool,GKP,29,60,9,132
231,Alisson Ramses Becker,Liverpool,GKP,29,60,6,138
231,Alisson Ramses Becker,Liverpool,GKP,31,60,6,144
231,Alisson Ramses Becker,Liverpool,GKP,32,60,1,145
231,Alisson Ramses Becker,Liverpool,GKP,33,60,6,151
231,Alisson Ramses Becker,Liverpool,GKP,34,60,6,157
231,Alisson Ramses Becker,Liverpool,GKP,35,60,9,166
231,Alisson Ramses Becker,Liverpool,GKP,36,61,2,168
231,Alisson Ramses Becker,Liverpool,GKP,36,61,3,171
231,Alisson Ramses Becker,Liverpool,GKP,37,61,2,173
231,Alisson Ramses Becker,Liverpool,GKP,38,61,3,176
353,Hugo Lloris,Spurs,GKP,1,55,10,10
353,Hugo Lloris,Spurs,GKP,2,55,11,21
353,Hugo Lloris,Spurs,GKP,3,55,6,27
353,Hugo Lloris,Spurs,GKP,4,56,1,28
353,Hugo Lloris,Spurs,GKP,5,56,3,31
353,Hugo Lloris,Spurs,GKP,6,56,2,33
353,Hugo Lloris,Spurs,GKP,7,56,2,35
353,Hugo Lloris,Spurs,GKP,8,55,1,36
353,Hugo Lloris,Spurs,GKP,9,55,3,39
353,Hugo Lloris,Spurs,GKP,10,55,1,40
353,Hugo Lloris,Spurs,GKP,11,54,6,46
353,Hugo Lloris,Spurs,GKP,12,54,4,50
353,Hugo Lloris,Spurs,GKP,14,54,7,57
353,Hugo Lloris,Spurs,GKP,15,54,6,63
353,Hugo Lloris,Spurs,GKP,18,54,2,65
353,Hugo Lloris,Spurs,GKP,19,54,6,71
353,Hugo Lloris,Spurs,GKP,20,54,2,73
353,Hugo Lloris,Spurs,GKP,21,54,8,81
353,Hugo Lloris,Spurs,GKP,22,54,1,82
353,Hugo Lloris,Spurs,GKP,23,54,2,84
353,Hugo Lloris,Spurs,GKP,24,54,3,87
353,Hugo Lloris,Spurs,GKP,25,54,2,89
353,Hugo Lloris,Spurs,GKP,26,54,0,89
353,Hugo Lloris,Spurs,GKP,26,54,3,92
353,Hugo Lloris,Spurs,GKP,27,54,6,98
353,Hugo Lloris,Spurs,GKP,28,54,6,104
353,Hugo Lloris,Spurs,GKP,29,54,2,106
353,Hugo Lloris,Spurs,GKP,29,54,6,112
353,Hugo Lloris,Spurs,GKP,30,54,2,114
353,Hugo Lloris,Spurs,GKP,31,54,2,116
353,Hugo Lloris,Spurs,GKP,32,54,10,126
353,Hugo Lloris,Spurs,GKP,33,54,3,129
353,Hugo Lloris,Spurs,GKP,34,54,6,135
353,Hugo Lloris,Spurs,GKP,35,54,2,137
353,Hugo Lloris,Spurs,GKP,36,54,2,139
353,Hugo Lloris,Spurs,GKP,36,54,8,147
353,Hugo Lloris,Spurs,GKP,37,54,5,152
353,Hugo Lloris,Spurs,GKP,38,55,6,158
361,Eric Dier,Spurs,DEF,1,45,7,7
361,Eric Dier,Spurs,DEF,2,45,6,13
361,Eric Dier,Spurs,DEF,3,46,7,20
361,Eric Dier,Spurs,DEF,4,46,1,21
361,Eric Dier,Spurs,DEF,5,46,1,22
361,Eric Dier,Spurs,DEF,6,46,1,23
361,Eric Dier,Spurs,DEF,7,46,3,26
361,Eric Dier,Spurs,DEF,8,46,-1,25
361,Eric Dier,Spurs,DEF,9,45,2,27
361,Eric Dier,Spurs,DEF,10,45,1,28
361,Eric Dier,Spurs,DEF,11,45,8,36
361,Eric Dier,Spurs,DEF,12,45,6,42
361,Eric Dier,Spurs,DEF,14,45,6,48
361,Eric Dier,Spurs,DEF,15,45,6,54
361,Eric Dier,Spurs,DEF,18,45,1,55
361,Eric Dier,Spurs,DEF,19,46,6,61
361,Eric Dier,Spurs,DEF,20,46,2,63
361,Eric Dier,Spurs,DEF,21,46,6,69
361,Eric Dier,Spurs,DEF,22,46,0,69
361,Eric Dier,Spurs,DEF,23,46,1,70
361,Eric Dier,Spurs,DEF,24,46,0,70
361,Eric Dier,Spurs,DEF,25,46,0,70
361,Eric Dier,Spurs,DEF,26,46,1,71
361,Eric Dier,Spurs,DEF,26,46,2,73
361,Eric Dier,Spurs,DEF,27,46,6,79
361,Eric Dier,Spurs,DEF,28,46,6,85
361,Eric Dier,Spurs,DEF,29,46,0,85
361,Eric Dier,Spurs,DEF,29,46,6,91
361,Eric Dier,Spurs,DEF,30,46,2,93
361,Eric Dier,Spurs,DEF,31,46,2,95
361,Eric Dier,Spurs,DEF,32,46,6,101
361,Eric Dier,Spurs,DEF,33,46,2,103
361,Eric Dier,Spurs,DEF,34,46,6,109
361,Eric Dier,Spurs,DEF,35,46,2,111
361,Eric Dier,Spurs,DEF,36,47,2,113
361,Eric Dier,Spurs,DEF,36,47,6,119
361,Eric Dier,Spurs,DEF,37,47,7,126
361,Eric Dier,Spurs,DEF,38,47,6,132
475,José Malheiro de Sá,Wolves,GKP,1,50,3,3
475,José Malheiro de Sá,Wolves,GKP,2,50,3,6
475,José Malheiro de Sá,Wolves,GKP,3,50,2,8
475,José Malheiro de Sá,Wolves,GKP,4,50,6,14
475,José Malheiro de Sá,Wolves,GKP,5,50,0,14
475,José Malheiro de Sá,Wolves,GKP,6,50,14,28
475,José Malheiro de Sá,Wolves,GKP,7,50,2,30
475,José Malheiro de Sá,Wolves,GKP,8,50,2,32
475,José Malheiro de Sá,Wolves,GKP,9,50,3,35
475,José Malheiro de Sá,Wolves,GKP,10,50,3,38
475,José Malheiro de Sá,Wolves,GKP,11,50,2,40
475,José Malheiro de Sá,Wolves,GKP,12,50,8,48
475,José Malheiro de Sá,Wolves,GKP,13,50,10,58
475,José Malheiro de Sá,Wolves,GKP,14,50,6,64
475,José Malheiro de Sá,Wolves,GKP,15,50,3,67
475,José Malheiro de Sá,Wolves,GKP,16,50,4,71
475,José Malheiro de Sá,Wolves,GKP,17,51,6,77
475,José Malheiro de Sá,Wolves,GKP,18,51,6,83
475,José Malheiro de Sá,Wolves,GKP,21,51,5,88
475,José Malheiro de Sá,Wolves,GKP,22,52,7,95
475,José Malheiro de Sá,Wolves,GKP,23,52,1,96
475,José Malheiro de Sá,Wolves,GKP,24,52,2,98
475,José Malheiro de Sá,Wolves,GKP,25,52,10,108
475,José Malheiro de Sá,Wolves,GKP,26,52,4,112
475,José Malheiro de Sá,Wolves,GKP,26,52,0,112
475,José Malheiro de Sá,Wolves,GKP,27,52,3,115
475,José Malheiro de Sá,Wolves,GKP,28,53,3,118
475,José Malheiro de Sá,Wolves,GKP,28,53,6,124
475,José Malheiro de Sá,Wolves,GKP,29,53,6,130
475,José Malheiro de Sá,Wolves,GKP,30,53,1,131
475,José Malheiro de Sá,Wolves,GKP,31,53,3,134
475,José Malheiro de Sá,Wolves,GKP,32,53,3,137
475,José Malheiro de Sá,Wolves,GKP,34,53,3,140
475,José Malheiro de Sá,Wolves,GKP,35,53,3,143
475,José Malheiro de Sá,Wolves,GKP,36,52,2,145
475,José Malheiro de Sá,Wolves,GKP,36,52,0,145
475,José Malheiro de Sá,Wolves,GKP,37,52,0,145
475,José Malheiro de Sá,Wolves,GKP,38,52,1,146
69,Robert Sánchez,Brighton,GKP,1,45,2,2
69,Robert Sánchez,Brighton,GKP,2,45,6,8
69,Robert Sánchez,Brighton,GKP,3,45,2,10
69,Robert Sánchez,Brighton,GKP,4,45,6,16
69,Robert Sánchez,Brighton,GKP,5,45,1,17
69,Robert Sánchez,Brighton,GKP,6,46,2,19
69,Robert Sánchez,Brighton,GKP,7,46,6,25
69,Robert Sánchez,Brighton,GKP,8,46,6,31
69,Robert Sánchez,Brighton,GKP,9,46,4,35
69,Robert Sánchez,Brighton,GKP,10,46,1,36
69,Robert Sánchez,Brighton,GKP,11,46,-1,35
69,Robert Sánchez,Brighton,GKP,12,46,0,35
69,Robert Sánchez,Brighton,GKP,13,46,8,43
69,Robert Sánchez,Brighton,GKP,14,46,4,47
69,Robert Sánchez,Brighton,GKP,15,46,3,50
69,Robert Sánchez,Brighton,GKP,17,46,3,53
69,Robert Sánchez,Brighton,GKP,19,46,9,62
69,Robert Sánchez,Brighton,GKP,20,46,3,65
69,Robert Sánchez,Brighton,GKP,21,46,2,67
69,Robert Sánchez,Brighton,GKP,22,46,2,69
69,Robert Sánchez,Brighton,GKP,22,46,2,71
69,Robert Sánchez,Brighton,GKP,23,46,4,75
69,Robert Sánchez,Brighton,GKP,25,46,6,81
69,Robert Sánchez,Brighton,GKP,25,46,2,83
69,Robert Sánchez,Brighton,GKP,26,46,1,84
69,Robert Sánchez,Brighton,GKP,27,46,1,85
69,Robert Sánchez,Brighton,GKP,28,46,1,86
69,Robert Sánchez,Brighton,GKP,29,46,3,89
69,Robert Sánchez,Brighton,GKP,29,46,2,91
69,Robert Sánchez,Brighton,GKP,31,46,6,97
69,Robert Sánchez,Brighton,GKP,32,46,2,99
69,Robert Sánchez,Brighton,GKP,33,46,6,105
69,Robert Sánchez,Brighton,GKP,33,46,1,106
69,Robert Sánchez,Brighton,GKP,34,46,2,108
69,Robert Sánchez,Brighton,GKP,35,45,6,114
69,Robert Sánchez,Brighton,GKP,36,45,7,121
69,Robert Sánchez,Brighton,GKP,37,45,3,124
69,Robert Sánchez,Brighton,GKP,38,45,2,126
256,João Pedro Cavaco Cancelo,Man City,DEF,1,60,2,2
256,João Pedro Cavaco Cancelo,Man City,DEF,2,60,6,8
256,João Pedro Cavaco Cancelo,Man City,DEF,3,60,6,14
256,João Pedro Cavaco Cancelo,Man City,DEF,4,60,12,26
256,João Pedro Cavaco Cancelo,Man City,DEF,5,60,6,32
256,João Pedro Cavaco Cancelo,Man City,DEF,6,60,12,44
256,João Pedro Cavaco Cancelo,Man City,DEF,7,61,0,44
256,João Pedro Cavaco Cancelo,Man City,DEF,8,62,6,50
256,João Pedro Cavaco Cancelo,Man City,DEF,9,63,1,51
256,João Pedro Cavaco Cancelo,Man City,DEF,10,64,2,53
256,João Pedro Cavaco Cancelo,Man City,DEF,11,64,14,67
256,João Pedro Cavaco Cancelo,Man City,DEF,12,65,12,79
256,João Pedro Cavaco Cancelo,Man City,DEF,13,66,1,80
256,João Pedro Cavaco Cancelo,Man City,DEF,14,67,2,82
256,João Pedro Cavaco Cancelo,Man City,DEF,15,68,2,84
256,João Pedro Cavaco Cancelo,Man City,DEF,16,68,7,91
256,João Pedro Cavaco Cancelo,Man City,DEF,17,68,0,91
256,João Pedro Cavaco Cancelo,Man City,DEF,18,68,18,109
256,João Pedro Cavaco Cancelo,Man City,DEF,19,68,4,113
256,João Pedro Cavaco Cancelo,Man City,DEF,20,69,6,119
256,João Pedro Cavaco Cancelo,Man City,DEF,21,69,2,121
256,João Pedro Cavaco Cancelo,Man City,DEF,22,70,11,132
256,João Pedro Cavaco Cancelo,Man City,DEF,23,71,2,134
256,João Pedro Cavaco Cancelo,Man City,DEF,24,71,7,141
256,João Pedro Cavaco Cancelo,Man City,DEF,25,72,0,141
256,João Pedro Cavaco Cancelo,Man City,DEF,26,72,1,142
256,João Pedro Cavaco Cancelo,Man City,DEF,27,71,9,151
256,João Pedro Cavaco Cancelo,Man City,DEF,28,71,2,153
256,João Pedro Cavaco Cancelo,Man City,DEF,29,70,9,162
256,João Pedro Cavaco Cancelo,Man City,DEF,31,70,6,168
256,João Pedro Cavaco Cancelo,Man City,DEF,32,70,5,173
256,João Pedro Cavaco Cancelo,Man City,DEF,33,71,6,179
256,João Pedro Cavaco Cancelo,Man City,DEF,34,71,1,180
256,João Pedro Cavaco Cancelo,Man City,DEF,35,71,5,185
256,João Pedro Cavaco Cancelo,Man City,DEF,36,72,9,194
256,João Pedro Cavaco Cancelo,Man City,DEF,36,72,5,199
256,João Pedro Cavaco Cancelo,Man City,DEF,37,72,1,200
256,João Pedro Cavaco Cancelo,Man City,DEF,38,72,1,201
44,Matthew Cash,Aston Villa,DEF,1,50,1,1
44,Matthew Cash,Aston Villa,DEF,2,50,6,7
44,Matthew Cash,Aston Villa,DEF,3,50,1,8
44,Matthew Cash,Aston Villa,DEF,4,50,1,9
44,Matthew Cash,Aston Villa,DEF,5,50,15,24
44,Matthew Cash,Aston Villa,DEF,6,50,5,29
44,Matthew Cash,Aston Villa,DEF,7,50,1,30
44,Matthew Cash,Aston Villa,DEF,8,51,6,36
44,Matthew Cash,Aston Villa,DEF,9,51,1,37
44,Matthew Cash,Aston Villa,DEF,10,51,0,37
44,Matthew Cash,Aston Villa,DEF,11,51,2,39
44,Matthew Cash,Aston Villa,DEF,12,51,5,44
44,Matthew Cash,Aston Villa,DEF,13,51,1,45
44,Matthew Cash,Aston Villa,DEF,14,50,1,46
44,Matthew Cash,Aston Villa,DEF,15,50,2,48
44,Matthew Cash,Aston Villa,DEF,16,50,2,50
44,Matthew Cash,Aston Villa,DEF,17,50,6,56
44,Matthew Cash,Aston Villa,DEF,19,50,1,57
44,Matthew Cash,Aston Villa,DEF,21,50,1,58
44,Matthew Cash,Aston Villa,DEF,22,51,1,59
44,Matthew Cash,Aston Villa,DEF,23,51,5,64
44,Matthew Cash,Aston Villa,DEF,24,51,3,67
44,Matthew Cash,Aston Villa,DEF,25,51,2,69
44,Matthew Cash,Aston Villa,DEF,26,51,5,74
44,Matthew Cash,Aston Villa,DEF,27,51,14,88
44,Matthew Cash,Aston Villa,DEF,28,51,11,99
44,Matthew Cash,Aston Villa,DEF,28,51,18,117
44,Matthew Cash,Aston Villa,DEF,29,52,1,118
44,Matthew Cash,Aston Villa,DEF,30,52,2,120
44,Matthew Cash,Aston Villa,DEF,31,53,1,121
44,Matthew Cash,Aston Villa,DEF,32,53,0,121
44,Matthew Cash,Aston Villa,DEF,34,52,6,127
44,Matthew Cash,Aston Villa,DEF,35,53,6,133
44,Matthew Cash,Aston Villa,DEF,36,53,2,135
44,Matthew Cash,Aston Villa,DEF,36,53,1,136
44,Matthew Cash,Aston Villa,DEF,37,53,2,138
44,Matthew Cash,Aston Villa,DEF,37,53,2,140
44,Matthew Cash,Aston Villa,DEF,38,53,7,147
23,Gabriel Magalhães,Arsenal,DEF,1,50,0,0
23,Gabriel Magalhães,Arsenal,DEF,2,50,0,0
23,Gabriel Magalhães,Arsenal,DEF,3,50,0,0
23,Gabriel Magalhães,Arsenal,DEF,4,50,8,8
23,Gabriel Magalhães,Arsenal,DEF,5,50,7,15
23,Gabriel Magalhães,Arsenal,DEF,6,50,2,17
23,Gabriel Magalhães,Arsenal,DEF,7,50,6,23
23,Gabriel Magalhães,Arsenal,DEF,8,50,1,24
23,Gabriel Magalhães,Arsenal,DEF,9,50,2,26
23,Gabriel Magalhães,Arsenal,DEF,10,50,15,41
23,Gabriel Magalhães,Arsenal,DEF,11,50,5,46
23,Gabriel Magalhães,Arsenal,DEF,12,51,0,46
23,Gabriel Magalhães,Arsenal,DEF,13,51,8,54
23,Gabriel Magalhães,Arsenal,DEF,14,51,1,55
23,Gabriel Magalhães,Arsenal,DEF,15,51,1,56
23,Gabriel Magalhães,Arsenal,DEF,16,51,11,67
23,Gabriel Magalhães,Arsenal,DEF,17,52,6,73
23,Gabriel Magalhães,Arsenal,DEF,18,52,2,75
23,Gabriel Magalhães,Arsenal,DEF,19,53,6,81
23,Gabriel Magalhães,Arsenal,DEF,21,53,-3,78
23,Gabriel Magalhães,Arsenal,DEF,23,53,6,84
23,Gabriel Magalhães,Arsenal,DEF,24,53,14,98
23,Gabriel Magalhães,Arsenal,DEF,26,53,1,99
23,Gabriel Magalhães,Arsenal,DEF,26,53,2,101
23,Gabriel Magalhães,Arsenal,DEF,28,53,1,102
23,Gabriel Magalhães,Arsenal,DEF,29,53,6,108
23,Gabriel Magalhães,Arsenal,DEF,29,53,1,109
23,Gabriel Magalhães,Arsenal,DEF,30,53,8,117
23,Gabriel Magalhães,Arsenal,DEF,31,53,1,118
23,Gabriel Magalhães,Arsenal,DEF,32,53,1,119
23,Gabriel Magalhães,Arsenal,DEF,33,54,2,121
23,Gabriel Magalhães,Arsenal,DEF,33,54,0,121
23,Gabriel Magalhães,Arsenal,DEF,34,54,2,123
23,Gabriel Magalhães,Arsenal,DEF,35,54,11,134
23,Gabriel Magalhães,Arsenal,DEF,36,54,1,135
23,Gabriel Magalhães,Arsenal,DEF,36,54,1,136
23,Gabriel Magalhães,Arsenal,DEF,37,54,2,138
23,Gabriel Magalhães,Arsenal,DEF,38,53,8,146
477,Marc Guéhi,Crystal Palace,DEF,1,45,1,1
477,Marc Guéhi,Crystal Palace,DEF,2,45,6,7
477,Marc Guéhi,Crystal Palace,DEF,3,45,1,8
477,Marc Guéhi,Crystal Palace,DEF,4,45,6,14
477,Marc Guéhi,Crystal Palace,DEF,5,45,1,15
477,Marc Guéhi,Crystal Palace,DEF,6,45,2,17
477,Marc Guéhi,Crystal Palace,DEF,7,45,1,18
477,Marc Guéhi,Crystal Palace,DEF,8,45,1,19
477,Marc Guéhi,Crystal Palace,DEF,9,45,2,21
477,Marc Guéhi,Crystal Palace,DEF,10,45,6,27
477,Marc Guéhi,Crystal Palace,DEF,11,45,7,34
477,Marc Guéhi,Crystal Palace,DEF,12,45,7,41
477,Marc Guéhi,Crystal Palace,DEF,13,45,9,50
477,Marc Guéhi,Crystal Palace,DEF,14,45,1,51
477,Marc Guéhi,Crystal Palace,DEF,15,45,1,52
477,Marc Guéhi,Crystal Palace,DEF,16,45,2,54
477,Marc Guéhi,Crystal Palace,DEF,17,46,0,54
477,Marc Guéhi,Crystal Palace,DEF,19,46,0,54
477,Marc Guéhi,Crystal Palace,DEF,20,46,6,60
477,Marc Guéhi,Crystal Palace,DEF,21,46,1,61
477,Marc Guéhi,Crystal Palace,DEF,22,46,2,63
477,Marc Guéhi,Crystal Palace,DEF,23,45,1,64
477,Marc Guéhi,Crystal Palace,DEF,24,45,2,66
477,Marc Guéhi,Crystal Palace,DEF,25,45,6,72
477,Marc Guéhi,Crystal Palace,DEF,26,45,2,74
477,Marc Guéhi,Crystal Palace,DEF,26,45,2,76
477,Marc Guéhi,Crystal Palace,DEF,27,45,2,78
477,Marc Guéhi,Crystal Palace,DEF,28,45,6,84
477,Marc Guéhi,Crystal Palace,DEF,29,45,6,90
477,Marc Guéhi,Crystal Palace,DEF,31,45,6,96
477,Marc Guéhi,Crystal Palace,DEF,32,45,1,97
477,Marc Guéhi,Crystal Palace,DEF,33,45,2,99
477,Marc Guéhi,Crystal Palace,DEF,34,45,7,106
477,Marc Guéhi,Crystal Palace,DEF,35,45,2,108
477,Marc Guéhi,Crystal Palace,DEF,36,45,6,114
477,Marc Guéhi,Crystal Palace,DEF,37,45,8,122
477,Marc Guéhi,Crystal Palace,DEF,37,45,1,123
477,Marc Guéhi,Crystal Palace,DEF,38,45,0,123
408,Lukasz Fabianski,West Ham,GKP,1,50,1,1
408,Lukasz Fabianski,West Ham,GKP,2,50,2,3
408,Lukasz Fabianski,West Ham,GKP,3,50,1,4
408,Lukasz Fabianski,West Ham,GKP,4,50,6,10
408,Lukasz Fabianski,West Ham,GKP,5,50,3,13
408,Lukasz Fabianski,West Ham,GKP,6,50,3,16
408,Lukasz Fabianski,West Ham,GKP,7,50,2,18
408,Lukasz Fabianski,West Ham,GKP,8,50,6,24
408,Lukasz Fabianski,West Ham,GKP,9,50,9,33
408,Lukasz Fabianski,West Ham,GKP,10,50,2,35
408,Lukasz Fabianski,West Ham,GKP,11,50,2,37
408,Lukasz Fabianski,West Ham,GKP,12,50,3,40
408,Lukasz Fabianski,West Ham,GKP,13,50,3,43
408,Lukasz Fabianski,West Ham,GKP,14,50,2,45
408,Lukasz Fabianski,West Ham,GKP,15,50,2,47
408,Lukasz Fabianski,West Ham,GKP,16,50,6,53
408,Lukasz Fabianski,West Ham,GKP,17,50,11,64
408,Lukasz Fabianski,West Ham,GKP,19,50,2,66
408,Lukasz Fabianski,West Ham,GKP,20,50,3,69
408,Lukasz Fabianski,West Ham,GKP,21,50,2,71
408,Lukasz Fabianski,West Ham,GKP,21,50,7,78
